"","PROBEID","SYMBOL","ENTREZID","GENENAME","ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1","1622896_at","pinta","42635","prolonged depolarization afterpotential (PDA) is not apparent","1622896_at",0.383863619666666,6.67999317266667,1.57041164782276,0.141879294539094,0.234881307502108,-6.07027610524385
"2","1622901_at","CG9993","37358","uncharacterized protein","1622901_at",-0.212764958666667,3.24560236273333,-1.45051063596797,0.172135253699816,0.274460098954706,-6.23441108207873
"3","1622906_at","Sod3","36232","Superoxide dismutase 3","1622906_at",0.115825749333335,7.6773574572,1.15017279526752,0.272118202882106,0.386797463529405,-6.6030564368622
"4","1622909_at","Pi3K21B","33203","Pi3K21B","1622909_at",-0.0675280499999982,10.1574149397333,-0.838761852192875,0.41773376883039,0.530912040337175,-6.91092972645861
"5","1622922_at","Nlg4","42402","Neuroligin 4","1622922_at",-0.891823802666666,2.5791043216,-10.7194772939069,1.44447272077847e-07,1.25743929738556e-05,7.90535813269281
"6","1622926_at","CG5776","34680","uncharacterized protein","1622926_at",0.212791353,5.80339247306667,1.49878914778803,0.159350290737381,0.258248905471207,-6.16939536220421
"7","1622937_at","CG13698","40000","uncharacterized protein","1622937_at",-0.407164974666667,8.47946417846667,-2.72094010500322,0.018339531105305,0.0482910308642919,-4.16760325834167
"8","1622949_at","peb","31391","pebbled","1622949_at",0.246848992666665,8.3821125394,1.85345909933015,0.0881443862496546,0.161691939215665,-5.65040202322421
"9","1622957_s_at","Drep3","36292","DNA fragmentation factor-related protein 3","1622957_s_at",0.217471769333331,10.1038425994667,1.23293100012938,0.240829933497094,0.354287092288129,-6.50799258132702
"10","1622968_at","p115","31698","p115","1622968_at",0.365896717,9.27220954393333,6.54027534641322,2.55645586844404e-05,0.000422551370506693,2.54997252417271
"11","1622983_a_at","Nup154","34527","Nucleoporin 154kD","1622983_a_at",0.172264664333335,9.54715611186667,1.91557435817787,0.0791482234765881,0.148998772519731,-5.55289875336068
"12","1622989_at","CG5611","43318","uncharacterized protein","1622989_at",-0.143692915666665,5.97108360486667,-2.03300991919046,0.0644011141166122,0.126705769482159,-5.36397689868565
"13","1622990_at","CG5381","34389","uncharacterized protein","1622990_at",0.740766388,2.93885469966667,5.00532414603847,0.000291548449508493,0.00225730587665318,0.0256669649203811
"14","1622991_s_at","Ret","43875","Ret oncogene","1622991_s_at",0.0168449100000005,3.46392669926667,0.0996832515633957,0.922215021995095,0.94270905050078,-7.2738303190053
"15","1622992_at","twe","34954","twine","1622992_at",-0.125163408333333,5.29585167946667,-1.08805282872485,0.297598506777837,0.413884795549618,-6.67091648949184
"16","1622997_at","CG34367","5740879","uncharacterized protein","1622997_at",-0.516272720666666,2.56619051393333,-11.2768400294723,8.20429641933787e-08,8.93136682615506e-06,8.48356222593045
"17","1623006_at","SerT","37895","Serotonin transporter","1623006_at",0.213905355333334,3.65190186813333,2.53109958396404,0.0260878853550326,0.0634021971253565,-4.50961907047399
"18","1623015_at","Nup43","42209","Nucleoporin 43kD","1623015_at",-0.129842223000001,9.4984240892,-1.58593173217905,0.138319214275194,0.230083296288517,-6.04839143844685
"19","1623016_at","CG1299","38496","uncharacterized protein","1623016_at",-0.0759376096666662,6.83528892846667,-0.44404604466061,0.664782617645064,0.756295035641609,-7.17385980302874
"20","1623023_at","Slip1","43809","Slip1","1623023_at",0.316929820000002,10.5389759306667,2.07460806562092,0.0598193422626591,0.11998072650776,-5.2957191631902
"21","1623031_a_at","RecQ4","53438","RecQ4 helicase","1623031_a_at",0.283634711,5.41938297006667,1.25340397648284,0.233546099805381,0.345990162874513,-6.48367967031158
"22","1623035_at","NaPi-T","36651","Na[+]-dependent inorganic phosphate cotransporter","1623035_at",0.224908908,2.69413420986667,1.24650167488623,0.235981907129502,0.348617164626972,-6.49191117926812
